종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"069110","3H ","5100","-10","-0.20","4","1275.00",,,"520","9.81","0","0.00"
"060310","3S ","7450","60","0.81","42","177.38",,,"753","9.89","0","0.00"
"038120","AD모터스 ","69","0","0.00",,,,,"197","0.35","0","0.00"
"013340","AJS ","905","5","0.56","55","16.45",,,"1103","0.82","0","0.00"
"068400","AJ렌터카 ","9650","-80","-0.82","897","10.76",,,"6883","1.40","0","0.00"
"006840","AK홀딩스 ","21400","200","0.94","6861","3.12",,,"38797","0.55","750","3.50"
"054620","AP시스템 ","6940","-90","-1.28","521","13.32",,,"3753","1.85","0","0.00"
"090470","AST젯텍 ","4915","640","14.97","641","7.67",,,"4695","1.05","100","2.03"
"138930","BS금융지주 ","12100","0","0.00","2120","5.71",,,"15281","0.79","350","2.89"
"001460","BYC ","186000","-2000","-1.06","42935","4.33",,,"367590","0.51","850","0.46"
"001465","BYC우 ","72000","1500","2.13",,,,,,,"900","1.25"
"032040","C&S자산관리 ","5220","-30","-0.57","805","6.48",,,"3730","1.40","300","5.75"
"001040","CJ ","108000","500","0.47","13147","8.21",,,"97949","1.10","650","0.60"
"079160","CJ CGV ","32750","150","0.46","896","36.55",,,"14832","2.21","300","0.92"
"130960","CJ E&M ","28350","200","0.71","1765","16.06",,,"30653","0.92","0","0.00"
"000120","CJ대한통운 ","116000","5000","4.50","4858","23.88",,,"96993","1.20","0","0.00"
"011150","CJ씨푸드 ","2780","-20","-0.71","113","24.60",,,"925","3.01","0","0.00"
"011155","CJ씨푸드1우 ","5010","20","0.40",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","265100","-1600","-0.60","18697","14.18",,,"78268","3.39","2000","0.75"
"001045","CJ우 ","24400","550","2.31",,,,,,,"700","2.87"
"097950","CJ제일제당 ","328500","-8000","-2.38","21854","15.03",,,"188796","1.74","1800","0.55"
"097955","CJ제일제당 우 ","67300","-200","-0.30",,,,,,,"1850","2.75"
"051500","CJ프레시웨이 ","37850","1100","2.99","1716","22.06",,,"9483","3.99","200","0.53"
"037560","CJ헬로비전 ","13600","-350","-2.51","1314","10.35",,,"10947","1.24","0","0.00"
"023460","CNH ","1245","0","0.00",,,,,"2635","0.47","50","4.02"
"065770","CS ","6470","170","2.70",,,,,"2872","2.25","0","0.00"
"000590","CS홀딩스 ","34100","-900","-2.57","10756","3.17",,,"141010","0.24","0","0.00"
"056340","CU전자 ","511","-5","-0.97",,,,,"1117","0.46","0","0.00"
"139130","DGB금융지주 ","13400","-100","-0.74",,,,,"17093","0.78","350","2.61"
"068790","DMS ","2940","130","4.63",,,,,"7942","0.37","0","0.00"
"004840","DRB동일 ","6750","10","0.15","1348","5.01",,,"10298","0.66","30","0.44"
"069730","DSR제강 ","2695","-25","-0.92","655","4.11",,,"6957","0.39","30","1.11"
"009730","DS제강 ","1350","50","3.85",,,,,"851","1.59","0","0.00"
"017940","E1 ","72600","-400","-0.55","10989","6.61",,,"148057","0.49","1500","2.07"
"037370","EG ","50800","1900","3.89","48","1058.33",,,"6904","7.36","50","0.10"
"080220","EMLSI ","9900","70","0.71","659","15.02",,,"2521","3.93","0","0.00"
"079190","EMW ","4380","-110","-2.45",,,,,"2630","1.67","0","0.00"
"007700","F&F ","5700","-10","-0.18","1279","4.46",,,"10709","0.53","150","2.63"
"114090","GKL ","32250","1300","4.20","1000","32.25",,,"3578","9.01","512","1.59"
"078930","GS ","72200","900","1.26","8171","8.84",,,"63523","1.14","1350","1.87"
"083450","GST ","4350","-80","-1.81","469","9.28",,,"3598","1.21","50","1.15"
"006360","GS건설 ","52300","-1100","-2.06","8563","6.11",,,"73237","0.71","1000","1.91"
"001250","GS글로벌 ","11900","250","2.15",,,,,"9969","1.19","125","1.05"
"007070","GS리테일 ","30000","450","1.52","1213","24.73",,,"18574","1.62","300","1.00"
"078935","GS우 ","23500","50","0.21",,,,,,,"1400","5.96"
"028150","GS홈쇼핑 ","143000","-5000","-3.38","32164","4.45",,,"92406","1.55","3500","2.45"
"053870","GT&T ","692","18","2.67",,,,,"1222","0.57","0","0.00"
"035000","GⅡR ","6500","20","0.31","465","13.98",,,"6553","0.99","200","3.08"
"032800","G러닝 ","1515","195","14.77","22","68.86",,,"773","1.96","0","0.00"
"041590","H&H ","1750","120","7.36","298","5.87",,,"1011","1.73","0","0.00"
"078150","HB테크놀러지 ","1180","120","11.32",,,,,"460","2.57","0","0.00"
"001500","HMC투자증권 ","12400","-100","-0.80","1255","9.88",,,"22706","0.55","150","1.21"
"036640","HRS ","2920","70","2.46","325","8.98",,,"3785","0.77","100","3.42"
"126680","IBKS스팩1호 ","988","-3","-0.30","18","54.89",,,"985","1.00","0","0.00"
"011420","IB스포츠 ","1605","-40","-2.43","157","10.22",,,"1215","1.32","0","0.00"
"003560","IHQ ","2350","-50","-2.08","54","43.52",,,"727","3.23","0","0.00"
"095340","ISC ","10650","150","1.43","1714","6.21",,,"8747","1.22","400","3.76"
"099520","ITX시큐리티 ","2550","-40","-1.54",,,,,"3070","0.83","0","0.00"
"067000","JCE ","17750","-150","-0.84","613","28.96",,,"5443","3.26","100","0.56"
"005560","JS전선 ","10350","150","1.47",,,,,"10389","1.00","0","0.00"
"067290","JW중외신약 ","6050","-50","-0.82",,,,,"1521","3.98","25","0.41"
"001060","JW중외제약 ","13550","-50","-0.37",,,,,"15761","0.86","200","1.48"
"001067","JW중외제약2우B ","16550","300","1.85",,,,,,,"200","1.21"
"001065","JW중외제약우 ","12250","50","0.41",,,,,,,"225","1.84"
