종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"069110","3H ","808","0","0.00",,,,,"619","1.31","0","0.00"
"060310","3S ","2240","70","3.23",,,,,"379","5.91","0","0.00"
"038120","AD모터스 ","1650","0","0.00",,,,,"1002","1.65","0","0.00"
"013340","AJS ","1940","-5","-0.26",,,,,"877","2.21","0","0.00"
"054620","AP시스템 ","8730","-330","-3.64","124","70.40",,,"3770","2.32","0","0.00"
"004560","BNG스틸 ","11600","100","0.87","2005","5.79",,,"13770","0.84","0","0.00"
"004565","BNG스틸우 ","13700","-300","-2.14",,,,,,,"0","0.00"
"038710","BRN사이언스 ","1150","150","15.00",,,,,"2981","0.39","0","0.00"
"048550","BT&I ","740","32","4.52",,,,,"567","1.31","0","0.00"
"001460","BYC ","159000","-500","-0.31","30571","5.20",,,"309240","0.51","800","0.50"
"001465","BYC우 ","71300","-300","-0.42",,,,,,,"850","1.19"
"032040","C&S자산관리 ","620","-108","-14.84","77","8.05",,,"714","0.87","50","8.06"
"084680","C&우방랜드 ","2310","10","0.43",,,,,"2363","0.98","0","0.00"
"001040","CJ ","77900","-1400","-1.77","6192","12.58",,,"82086","0.95","800","1.03"
"079160","CJ CGV ","30000","250","0.84","1972","15.21",,,"4028","7.45","250","0.83"
"011150","CJ씨푸드 ","2590","-45","-1.71","130","19.92",,,"694","3.73","0","0.00"
"011155","CJ씨푸드1우 ","13150","-800","-5.73",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","263900","10100","3.98","6940","38.03",,,"50660","5.21","0","0.00"
"001045","CJ우 ","27450","-250","-0.90",,,,,,,"850","3.10"
"037150","CJ인터넷 ","14350","-350","-2.38","1149","12.49",,,"10389","1.38","200","1.39"
"097950","CJ제일제당 ","223000","6500","3.00","20150","11.07",,,"136886","1.63","3500","1.57"
"097955","CJ제일제당 우 ","70700","-700","-0.98",,,,,,,"3550","5.02"
"051500","CJ프레시웨이 ","10450","490","4.92","781","13.38",,,"8802","1.19","0","0.00"
"023460","CNH ","1285","-5","-0.39","176","7.30",,,"3678","0.35","30","2.33"
"065770","CS ","7600","270","3.68","181","41.99",,,"4512","1.68","40","0.53"
"000590","CS홀딩스 ","76800","-400","-0.52","14262","5.38",,,"215862","0.36","0","0.00"
"050470","CT&T ","1285","30","2.39",,,,,"456","2.82","0","0.00"
"056340","CU전자 ","783","-13","-1.63","361","2.17",,,"1813","0.43","0","0.00"
"068790","DMS ","12150","150","1.25","167","72.75",,,"9368","1.30","0","0.00"
"069730","DSR제강 ","4090","-70","-1.68","1145","3.57",,,"4867","0.84","25","0.61"
"009730","DS제강 ","894","42","4.93",,,,,"1113","0.80","0","0.00"
"017940","E1 ","57000","0","0.00",,,,,"122433","0.47","1500","2.63"
"037370","EG ","23500","-1400","-5.62","284","82.75",,,"6450","3.64","50","0.21"
"080220","EMLSI ","3780","-10","-0.26",,,,,"1752","2.16","0","0.00"
"079190","EMW ","4880","-30","-0.61","529","9.22",,,"3273","1.49","250","5.12"
"007700","F&F ","5020","-20","-0.40","1069","4.70",,,"7962","0.63","150","2.99"
"114090","GKL ","22700","-200","-0.87","1676","13.54",,,"3088","7.35","1027","4.52"
"078930","GS ","60900","1900","3.22","5321","11.45",,,"43120","1.41","1000","1.64"
"083450","GST ","3100","-50","-1.59","244","12.70",,,"3034","1.02","0","0.00"
"006360","GS건설 ","95300","-200","-0.21","7737","12.32",,,"68354","1.39","1000","1.05"
"001250","GS글로벌 ","24100","-100","-0.41","2234","10.79",,,"7193","3.35","1627","6.75"
"078935","GS우 ","27350","500","1.86",,,,,,,"1050","3.84"
"028150","GS홈쇼핑 ","112700","-3700","-3.18","9162","12.30",,,"58361","1.93","3000","2.66"
"053870","GT&T ","1320","-5","-0.38","81","16.30",,,"2001","0.66","0","0.00"
"035000","GⅡR ","11100","-100","-0.89","10","1110.00",,,"5961","1.86","870","7.84"
"032800","G러닝 ","572","1","0.18",,,,,"807","0.71","0","0.00"
