종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","2955","15","0.51",,,,,"1051","2.81","0","0.00"
"068400","AJ렌터카 ","17650","700","4.13","813","21.71",,,"8589","2.05","0","0.00"
"006840","AK홀딩스 ","75100","3900","5.48","7072","10.62",,,"35485","2.12","200","0.27"
"054620","AP시스템 ","6620","-50","-0.75","708","9.35",,,"4294","1.54","0","0.00"
"090470","AST젯텍 ","3540","-70","-1.94",,,,,"2575","1.37","0","0.00"
"027410","BGF리테일 ","68800","800","1.18","2858","24.07",,,"7860","8.75","400","0.58"
"138930","BS금융지주 ","16600","-50","-0.30","1528","10.86",,,"17557","0.95","280","1.69"
"001460","BYC ","276000","-7500","-2.65","24570","11.23",,,"414146","0.67","750","0.27"
"001465","BYC우 ","197000","0","0.00",,,,,,,"800","0.41"
"032040","C&S자산관리 ","2460","0","0.00","88","27.95",,,"2943","0.84","150","6.10"
"001040","CJ ","177500","3500","2.01","5280","33.62",,,"103118","1.72","950","0.54"
"079160","CJ CGV ","51000","-1400","-2.67","613","83.20",,,"17591","2.90","350","0.69"
"130960","CJ E&M ","33550","0","0.00","134","250.37",,,"31849","1.05","0","0.00"
"000120","CJ대한통운 ","185500","-7500","-3.89",,,,,"97222","1.91","0","0.00"
"011150","CJ씨푸드 ","2560","0","0.00","177","14.46",,,"1232","2.08","0","0.00"
"011155","CJ씨푸드1우 ","6540","-140","-2.10",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","232100","-30500","-11.61","22396","10.36",,,"122699","1.89","2000","0.86"
"001045","CJ우 ","91700","-2200","-2.34",,,,,,,"1000","1.09"
"097950","CJ제일제당 ","382500","-8500","-2.17","8293","46.12",,,"199891","1.91","1800","0.47"
"097955","CJ제일제당 우 ","199500","3500","1.79",,,,,,,"1850","0.93"
"051500","CJ프레시웨이 ","48100","1600","3.44",,,,,"16871","2.85","0","0.00"
