종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","5560","-120","-2.11","17","327.06",,,"1169","4.76","0","0.00"
"013340","AJS ","725","9","1.26","6","120.83",,,"1066","0.68","0","0.00"
"068400","AJ렌터카 ","10400","-100","-0.95","910","11.43",,,"7647","1.36","0","0.00"
"006840","AK홀딩스 ","40750","600","1.49","22933","1.78",,,"33073","1.23","150","0.37"
"054620","AP시스템 ","11200","350","3.23","536","20.90",,,"3957","2.83","0","0.00"
"090470","AST젯텍 ","4095","90","2.25","419","9.77",,,"2937","1.39","50","1.22"
"138930","BS금융지주 ","16950","-100","-0.59","1869","9.07",,,"16833","1.01","330","1.95"
"001460","BYC ","191500","3000","1.59","39163","4.89",,,"396687","0.48","850","0.44"
"001465","BYC우 ","69500","-500","-0.71",,,,,,,"900","1.29"
"032040","C&S자산관리 ","3135","5","0.16","950","3.30",,,"3309","0.95","200","6.38"
"001040","CJ ","108500","-2500","-2.25","7801","13.91",,,"101632","1.07","650","0.60"
"079160","CJ CGV ","51600","1650","3.30","2626","19.65",,,"16762","3.08","350","0.68"
"130960","CJ E&M ","36650","-50","-0.14","985","37.21",,,"31458","1.17","0","0.00"
"000120","CJ대한통운 ","89400","-2900","-3.14","4763","18.77",,,"100335","0.89","0","0.00"
"011150","CJ씨푸드 ","2545","0","0.00","158","16.11",,,"1080","2.36","0","0.00"
"011155","CJ씨푸드1우 ","7800","-420","-5.11",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","350400","-3600","-1.02","26577","13.18",,,"94726","3.70","2000","0.57"
"001045","CJ우 ","37450","550","1.49",,,,,,,"700","1.87"
"097950","CJ제일제당 ","258000","500","0.19","18369","14.05",,,"206383","1.25","1800","0.70"
"097955","CJ제일제당 우 ","85600","-800","-0.93",,,,,,,"1850","2.16"
"051500","CJ프레시웨이 ","28800","100","0.35","1132","25.44",,,"13009","2.21","200","0.69"
"037560","CJ헬로비전 ","17300","0","0.00","1491","11.60",,,"9354","1.85","0","0.00"
"058820","CMG제약 ","1070","-5","-0.47",,,,,"478","2.24","0","0.00"
"023460","CNH ","1220","10","0.83",,,,,"2353","0.52","25","2.05"
"065770","CS ","2900","15","0.52",,,,,"2672","1.09","0","0.00"
"159910","CS엘쏠라 ","9530","190","2.03","876","10.88",,,"4035","2.36","0","0.00"
"000590","CS홀딩스 ","38250","950","2.55","5708","6.70",,,"146972","0.26","0","0.00"
"056340","CU전자 ","272","-6","-2.16",,,,,"766","0.36","0","0.00"
"139130","DGB금융지주 ","17000","0","0.00","2039","8.34",,,"18823","0.90","330","1.94"
"068790","DMS ","3270","-30","-0.91",,,,,"5666","0.58","0","0.00"
"004840","DRB동일 ","7870","110","1.42","1555","5.06",,,"12043","0.65","40","0.51"
"155660","DSR ","4385","-105","-2.34","758","5.78",,,"5128","0.86","0","0.00"
"069730","DSR제강 ","3585","40","1.13","86","41.69",,,"6964","0.51","30","0.84"
"009730","DS제강 ","1205","55","4.78",,,,,"514","2.34","0","0.00"
"017940","E1 ","76500","400","0.53","15096","5.07",,,"154916","0.49","1600","2.09"
"037370","EG ","20700","-100","-0.48",,,,,"6680","3.10","50","0.24"
"079190","EMW ","5150","200","4.04",,,,,"2324","2.22","0","0.00"
"007700","F&F ","6620","20","0.30","526","12.59",,,"11083","0.60","100","1.51"
"114090","GKL ","38750","50","0.13","2328","16.65",,,"5358","7.23","1217","3.14"
"078930","GS ","58300","-200","-0.34","5217","11.18",,,"66978","0.87","1350","2.32"
"083450","GST ","5340","-10","-0.19","923","5.79",,,"4153","1.29","50","0.94"
"006360","GS건설 ","35800","0","0.00","2063","17.35",,,"72576","0.49","250","0.70"
"001250","GS글로벌 ","9350","-330","-3.41","906","10.32",,,"10444","0.90","125","1.34"
"007070","GS리테일 ","29000","-300","-1.02","1603","18.09",,,"19798","1.46","400","1.38"
"078935","GS우 ","28100","-50","-0.18",,,,,,,"1400","4.98"
"028150","GS홈쇼핑 ","247300","2700","1.10","16842","14.68",,,"104012","2.38","3000","1.21"
"053870","GT&T ","552","-4","-0.72",,,,,"838","0.66","0","0.00"
"041590","GemTech ","3095","25","0.81","350","8.84",,,"1339","2.31","0","0.00"
"035000","GⅡR ","7890","-110","-1.38","758","10.41",,,"6815","1.16","200","2.53"
"032800","G러닝 ","691","-1","-0.14",,,,,"708","0.98","0","0.00"
"078150","HB테크놀러지 ","1670","10","0.60",,,,,"319","5.24","0","0.00"
"001500","HMC투자증권 ","10650","0","0.00","1051","10.13",,,"23166","0.46","150","1.41"
"036640","HRS ","3455","25","0.73","218","15.85",,,"3860","0.90","20","0.58"
"011420","IB월드와이드 ","1945","0","0.00","19","102.37",,,"1247","1.56","0","0.00"
"003560","IHQ ","2390","40","1.70","109","21.93",,,"842","2.84","0","0.00"
"095340","ISC ","17300","150","0.87","1425","12.14",,,"9736","1.78","400","2.31"
"099520","ITX시큐리티 ","6870","30","0.44","12","572.50",,,"2326","2.95","0","0.00"
"175330","JB금융지주 ","7300","40","0.55",,,,,,,"0","0.00"
"005560","JS전선 ","5700","-40","-0.70","1040","5.48",,,"11471","0.50","300","5.26"
"067290","JW중외신약 ","4340","-50","-1.14",,,,,"1376","3.15","25","0.58"
"001060","JW중외제약 ","15500","100","0.65",,,,,"14131","1.10","125","0.81"
"001067","JW중외제약2우B ","18200","-200","-1.09",,,,,,,"125","0.69"
"001065","JW중외제약우 ","12250","450","3.81",,,,,,,"150","1.22"
