종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"069110","3H ","4745","0","0.00","4","1186.25",,,"520","9.13","0","0.00"
"060310","3S ","8750","-270","-2.99","42","208.33",,,"753","11.62","0","0.00"
"038120","AD모터스 ","70","0","0.00",,,,,"197","0.36","0","0.00"
"013340","AJS ","919","-8","-0.86","55","16.71",,,"1103","0.83","0","0.00"
"068400","AJ렌터카 ","8000","10","0.13","897","8.92",,,"6883","1.16","0","0.00"
"006840","AK홀딩스 ","22950","600","2.68","6861","3.34",,,"38797","0.59","750","3.27"
"054620","AP시스템 ","6370","-340","-5.07","521","12.23",,,"3753","1.70","0","0.00"
"090470","AST젯텍 ","4490","-5","-0.11","641","7.00",,,"4695","0.96","100","2.23"
"138930","BS금융지주 ","11900","-450","-3.64","2120","5.61",,,"15281","0.78","350","2.94"
"001460","BYC ","183500","-1500","-0.81","42935","4.27",,,"367590","0.50","850","0.46"
"001465","BYC우 ","67200","-200","-0.30",,,,,,,"900","1.34"
"032040","C&S자산관리 ","5320","-20","-0.37","805","6.61",,,"3730","1.43","300","5.64"
"001040","CJ ","109000","2500","2.35","13147","8.29",,,"97949","1.11","650","0.60"
"079160","CJ CGV ","33000","-800","-2.37","896","36.83",,,"14832","2.22","300","0.91"
"130960","CJ E&M ","29400","50","0.17","1765","16.66",,,"30653","0.96","0","0.00"
"000120","CJ대한통운 ","118000","4500","3.96","4858","24.29",,,"96993","1.22","0","0.00"
"011150","CJ씨푸드 ","3175","80","2.58","113","28.10",,,"925","3.43","0","0.00"
"011155","CJ씨푸드1우 ","5860","60","1.03",,,,,,,"0","0.00"
"035760","CJ오쇼핑 ","250000","6800","2.80","18697","13.37",,,"78268","3.19","2000","0.80"
"001045","CJ우 ","23500","0","0.00",,,,,,,"700","2.98"
"097950","CJ제일제당 ","343000","500","0.15","21854","15.70",,,"188796","1.82","1800","0.52"
"097955","CJ제일제당 우 ","66700","0","0.00",,,,,,,"1850","2.77"
"051500","CJ프레시웨이 ","44550","1650","3.85","1716","25.96",,,"9483","4.70","200","0.45"
"023460","CNH ","1370","10","0.74",,,,,"2635","0.52","50","3.65"
"065770","CS ","6600","110","1.69",,,,,"2872","2.30","0","0.00"
"000590","CS홀딩스 ","35750","200","0.56","10756","3.32",,,"141010","0.25","0","0.00"
"056340","CU전자 ","509","4","0.79",,,,,"1117","0.46","0","0.00"
"139130","DGB금융지주 ","14000","200","1.45",,,,,"17093","0.82","350","2.50"
"068790","DMS ","3570","90","2.59",,,,,"7942","0.45","0","0.00"
"004840","DRB동일 ","6230","420","7.23","1348","4.62",,,"10298","0.60","30","0.48"
"069730","DSR제강 ","2920","-20","-0.68","655","4.46",,,"6957","0.42","30","1.03"
"009730","DS제강 ","1475","10","0.68",,,,,"851","1.73","0","0.00"
"017940","E1 ","61900","-200","-0.32","10989","5.63",,,"148057","0.42","1500","2.42"
"037370","EG ","39000","-600","-1.52","48","812.50",,,"6904","5.65","50","0.13"
"080220","EMLSI ","7000","0","0.00","659","10.62",,,"2521","2.78","0","0.00"
"079190","EMW ","2980","-35","-1.16",,,,,"2630","1.13","0","0.00"
"007700","F&F ","6090","-10","-0.16","1279","4.76",,,"10709","0.57","150","2.46"
"114090","GKL ","30400","-300","-0.98","1000","30.40",,,"3578","8.50","512","1.68"
"078930","GS ","69400","800","1.17","8171","8.49",,,"63523","1.09","1350","1.95"
"083450","GST ","3960","-100","-2.46","469","8.44",,,"3598","1.10","50","1.26"
"006360","GS건설 ","59500","-1900","-3.09","8563","6.95",,,"73237","0.81","1000","1.68"
"001250","GS글로벌 ","13750","-50","-0.36",,,,,"9969","1.38","125","0.91"
"007070","GS리테일 ","32550","650","2.04","1213","26.83",,,"18574","1.75","300","0.92"
"078935","GS우 ","23050","100","0.44",,,,,,,"1400","6.07"
"028150","GS홈쇼핑 ","146100","7000","5.03","32164","4.54",,,"92406","1.58","3500","2.40"
"053870","GT&T ","775","37","5.01",,,,,"1222","0.63","0","0.00"
"035000","GⅡR ","6820","-30","-0.44","465","14.67",,,"6553","1.04","200","2.93"
"032800","G러닝 ","1885","-90","-4.56","22","85.68",,,"773","2.44","0","0.00"
"041590","H&H ","1405","40","2.93","298","4.71",,,"1011","1.39","0","0.00"
"078150","HB테크놀러지 ","1080","5","0.47",,,,,"460","2.35","0","0.00"
"001500","HMC투자증권 ","12750","-150","-1.16","1255","10.16",,,"22706","0.56","150","1.18"
"036640","HRS ","3145","30","0.96","325","9.68",,,"3785","0.83","100","3.18"
"126680","IBKS스팩1호 ","989","6","0.61","18","54.94",,,"985","1.00","0","0.00"
"011420","IB스포츠 ","1790","-25","-1.38","157","11.40",,,"1215","1.47","0","0.00"
"003560","IHQ ","2485","-40","-1.58","54","46.02",,,"727","3.42","0","0.00"
"095340","ISC ","10850","200","1.88","1714","6.33",,,"8747","1.24","400","3.69"
"099520","ITX시큐리티 ","2660","5","0.19",,,,,"3070","0.87","0","0.00"
"067000","JCE ","24400","1000","4.27","613","39.80",,,"5443","4.48","100","0.41"
"005560","JS전선 ","8880","80","0.91",,,,,"10389","0.85","0","0.00"
"067290","JW중외신약 ","6610","-120","-1.78",,,,,"1521","4.35","25","0.38"
"001060","JW중외제약 ","13850","-150","-1.07",,,,,"15761","0.88","200","1.44"
"001067","JW중외제약2우B ","18350","500","2.80",,,,,,,"200","1.09"
"001065","JW중외제약우 ","11200","-1300","-10.40",,,,,,,"225","2.01"
"096760","JW홀딩스 ","2400","-10","-0.41",,,,,"2099","1.14","40","1.67"
"035900","JYP Ent. ","5770","90","1.58",,,,,"720","8.01","0","0.00"
"105560","KB금융 ","36200","-900","-2.43","6461","5.60",,,"59319","0.61","720","1.99"
"024120","KB오토시스 ","4100","40","0.99","138","29.71",,,"4712","0.87","115","2.80"
"002380","KCC ","311500","5500","1.80","33252","9.37",,,"474737","0.66","8000","2.57"
"021320","KCC건설 ","24700","-250","-1.00","5700","4.33",,,"72270","0.34","1000","4.05"
"036670","KCI ","2740","-5","-0.18","247","11.09",,,"2919","0.94","50","1.82"
"009070","KCTC ","15850","300","1.93","997","15.90",,,"48434","0.33","200","1.26"
"068060","KCW ","4015","-60","-1.47","474","8.47",,,"5988","0.67","75","1.87"
"009440","KC그린홀딩스 ","2900","-35","-1.19","438","6.62",,,"5136","0.56","50","1.72"
"119650","KC코트렐 ","13850","-150","-1.07","1705","8.12",,,"9804","1.41","420","3.03"
"092220","KEC ","542","0","0.00",,,,,"1132","0.48","0","0.00"
"109070","KGP ","1630","20","1.24",,,,,"5789","0.28","0","0.00"
"046440","KG모빌리언스 ","12350","1600","14.88","506","24.41",,,"4393","2.81","75","0.61"
"035600","KG이니시스 ","12600","900","7.69","1056","11.93",,,"4736","2.66","100","0.79"
"001390","KG케미칼 ","12000","450","3.90","466","25.75",,,"16246","0.74","250","2.08"
"060720","KH바텍 ","11750","300","2.62","644","18.25",,,"12226","0.96","0","0.00"
"001940","KISCO홀딩스 ","37400","0","0.00",,,,,"167796","0.22","900","2.41"
"083470","KJ프리텍 ","1635","-15","-0.91",,,,,"1488","1.10","0","0.00"
"122450","KMH ","7450","-80","-1.06","965","7.72",,,"4936","1.51","200","2.68"
"058400","KNN ","7480","30","0.40","643","11.63",,,"10404","0.72","225","3.01"
"083420","KPX그린케미칼 ","3970","-25","-0.63","547","7.26",,,"4513","0.88","150","3.78"
"114450","KPX생명과학 ","4055","-320","-7.31","215","18.86",,,"4145","0.98","225","5.55"
"025000","KPX케미칼 ","50200","0","0.00","10506","4.78",,,"62418","0.80","1500","2.99"
"092230","KPX홀딩스 ","40500","100","0.25","8971","4.51",,,"122781","0.33","1800","4.44"
"025850","KPX화인케미칼 ","26450","-800","-2.94",,,,,"36011","0.73","500","1.89"
"044450","KSS해운 ","6820","-180","-2.57","2169","3.14",,,"11498","0.59","90","1.32"
"030200","KT ","37050","100","0.27","5946","6.23",,,"44825","0.83","2000","5.40"
"033780","KT&G ","84300","1200","1.44","6451","13.07",,,"34875","2.42","3200","3.80"
"030210","KTB투자증권 ","2040","-25","-1.21","138","14.78",,,"6702","0.30","0","0.00"
"036030","KTH ","8810","-30","-0.34",,,,,"5145","1.71","0","0.00"
