종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
"002360","SH에너지화학 ","720","-4","-0.55","4","180.00","568","1.27","0","0.00"
"002365","SH에너지화학우 ","90900","0","0.00",,,,,"0","0.00"
"009160","SIMPAC ","6960","0","0.00","714","9.75","6459","1.08","100","1.44"
"090730","SIMPAC METALLOY ","6500","40","0.62","1006","6.46","13171","0.49","100","1.54"
"123700","SJM ","10200","-700","-6.42","618","16.50","7823","1.30","100","0.98"
"025530","SJM홀딩스 ","4920","-30","-0.61","618","7.96","7823","0.63","100","2.03"
"003600","SK ","190500","-500","-0.26","25881","7.36","239124","0.80","2500","1.31"
"034730","SK C&C ","131500","-3500","-2.59","7642","17.21","44731","2.94","1250","0.95"
"011790","SKC ","29850","-700","-2.29","1838","16.24","31798","0.94","500","1.68"
"057500","SKC 솔믹스 ","1445","-20","-1.37",,,"3904","0.37","0","0.00"
"018670","SK가스 ","75000","100","0.13","12660","5.92","112087","0.67","1700","2.27"
"001740","SK네트웍스 ","7400","-160","-2.12","194","38.14","12339","0.60","150","2.03"
"001745","SK네트웍스우 ","13400","-100","-0.74",,,,,"175","1.31"
"033630","SK브로드밴드 ","4260","-115","-2.63","76","56.05","3752","1.14","0","0.00"
"003605","SK우 ","78700","1200","1.55",,,,,"2550","3.24"
"096770","SK이노베이션 ","140000","-1500","-1.06","12720","11.01","164024","0.85","3200","2.29"
"096775","SK이노베이션우 ","63900","-1100","-1.69",,,,,"3250","5.09"
"001510","SK증권 ","707","-2","-0.28",,,"1326","0.53","0","0.00"
"001515","SK증권우 ","694","5","0.73",,,,,"0","0.00"
"066270","SK컴즈 ","5270","-120","-2.23",,,"4498","1.17","0","0.00"
"006120","SK케미칼 ","53200","-2000","-3.62","4459","11.93","54535","0.98","400","0.75"
"006125","SK케미칼우 ","16000","-300","-1.84",,,,,"450","2.81"
"017670","SK텔레콤 ","228000","-2000","-0.87","16525","13.80","146816","1.55","9400","4.12"
"000660","SK하이닉스 ","35550","-1250","-3.40",,,"14032","2.53","0","0.00"
"048550","SM C&C ","2885","0","0.00",,,"613","4.71","0","0.00"
"099440","SMEC ","4815","115","2.45","113","42.61","3230","1.49","20","0.42"
"051980","SNH ","1615","20","1.25","202","8.00","2882","0.56","0","0.00"
"036540","STS반도체 ","3380","-60","-1.74","26","130.00","4473","0.76","0","0.00"
"011810","STX ","2635","55","2.13",,,"18511","0.14","125","4.74"
"077970","STX엔진 ","4605","5","0.11",,,"21503","0.21","0","0.00"
"067250","STX조선해양 ","6790","90","1.34",,,"25707","0.26","0","0.00"
"071970","STX중공업 ","3255","35","1.09","115","28.30","8383","0.39","125","3.84"
"028670","STX팬오션 ","762","0","0.00",,,"8600","0.09","0","0.00"
"002710","TCC동양 ","3595","115","3.30","8","449.38","12539","0.29","120","3.34"
"032540","TJ미디어 ","2660","-30","-1.12","325","8.18","6081","0.44","130","4.89"
"048770","TPC ","7780","1010","14.92","134","58.06","2112","3.68","25","0.32"
"011000","VGX인터 ","1235","-15","-1.20",,,"523","2.36","0","0.00"
"024070","WISCOM ","4925","0","0.00","489","10.07","7774","0.63","300","6.09"
"057030","YBM시사닷컴 ","3770","-35","-0.92","226","16.68","3904","0.97","250","6.63"
"040300","YTN ","2960","170","6.09","118","25.08","4195","0.71","10","0.34"
"052220","iMBC ","4000","5","0.13","142","28.17","2048","1.95","45","1.13"
"079940","가비아 ","4985","195","4.07","524","9.51","2644","1.89","20","0.40"
"078890","가온미디어 ","5650","-200","-3.42","467","12.10","5474","1.03","50","0.88"
"000500","가온전선 ","18950","-150","-0.79","1160","16.34","63546","0.30","600","3.17"
"030270","가희 ","8210","-140","-1.68",,,"18121","0.45","0","0.00"
"024840","갑을메탈 ","516","-1","-0.19",,,"474","1.09","0","0.00"
"035250","강원랜드 ","30850","-100","-0.32","1509","20.44","11087","2.78","755","2.45"
"094480","갤럭시아컴즈 ","1280","-20","-1.54",,,"1380","0.93","0","0.00"
"000860","건설화학 ","28100","50","0.18","4387","6.41","50411","0.56","450","1.60"
"063080","게임빌 ","44800","-900","-1.97","4081","10.98","16350","2.74","0","0.00"
"041140","게임하이 ","7290","40","0.55","452","16.13","2141","3.40","0","0.00"
"000800","경남기업 ","3570","55","1.56","4713","0.76","27336","0.13","0","0.00"
"039240","경남스틸 ","6520","-30","-0.46","1268","5.14","12019","0.54","250","3.83"
"008020","경남에너지 ","6090","100","1.67","883","6.90","9289","0.66","125","2.05"
"053950","경남제약 ","1625","-155","-8.71",,,"2760","0.59","0","0.00"
"002100","경농 ","3580","35","0.99","632","5.66","6784","0.53","150","4.19"
"012320","경동가스 ","97400","-700","-0.71","12300","7.92","127134","0.77","1250","1.28"
"009450","경동나비엔 ","17250","-200","-1.15","729","23.66","13655","1.26","100","0.58"
"011040","경동제약 ","12850","-700","-5.17","696","18.46","11593","1.11","500","3.89"
"000050","경방 ","111500","2500","2.29",,,"271635","0.41","0","0.00"
"139050","경봉 ","2220","0","0.00","60","37.00","1484","1.50","50","2.25"
"043220","경원산업 ","1435","10","0.70",,,"906","1.58","0","0.00"
"012610","경인양행 ","4020","-130","-3.13","65","61.85","4309","0.93","50","1.24"
"009140","경인전자 ","16550","100","0.61","824","20.08","36276","0.46","350","2.11"
"024910","경창산업 ","9120","-280","-2.98","680","13.41","4728","1.93","55","0.60"
"013580","계룡건설 ","8310","60","0.73","276","30.11","51239","0.16","0","0.00"
"012200","계양전기 ","2770","-90","-3.15","148","18.72","4245","0.65","50","1.81"
"012205","계양전기우 ","1580","-35","-2.17",,,,,"55","3.48"
"004200","고려개발 ","2135","115","5.69",,,"6013","0.36","0","0.00"
"089890","고려반도체 ","6010","220","3.80","787","7.64","2947","2.04","0","0.00"
"002140","고려산업 ","1130","-20","-1.74","322","3.51","2486","0.45","30","2.65"
"049720","고려신용정보 ","900","-28","-3.02","64","14.06","852","1.06","50","5.56"
"010130","고려아연 ","315500","-2500","-0.79","31693","9.95","204525","1.54","5000","1.58"
"002240","고려제강 ","36800","-550","-1.47","2831","13.00","76201","0.48","350","0.95"
"014570","고려제약 ","3110","-50","-1.58","137","22.70","4325","0.72","70","2.25"
"009810","고려포리머 ","497","25","5.30",,,"1268","0.39","0","0.00"
"098460","고영 ","27650","-300","-1.07","1743","15.86","9287","2.98","200","0.72"
"001290","골든브릿지증권 ","849","0","0.00",,,"980","0.87","0","0.00"
"121440","골프존 ","19950","-200","-0.99","1997","9.99","11179","1.78","1200","6.02"
"009290","광동제약 ","7480","20","0.27","668","11.20","5075","1.47","60","0.80"
"014200","광림 ","1735","-35","-1.98","37","46.89","3321","0.52","0","0.00"
"017040","광명전기 ","2030","45","2.27","16","126.88","1314","1.54","0","0.00"
"017900","광전자 ","2135","0","0.00",,,"3625","0.59","0","0.00"
"037710","광주신세계 ","252500","0","0.00","33606","7.51","226010","1.12","1250","0.50"
"026910","광진실업 ","2250","20","0.90","186","12.10","4502","0.50","25","1.11"
"090150","광진윈텍 ","2270","-70","-2.99","428","5.30","3936","0.58","30","1.32"
"030610","교보증권 ","4415","-5","-0.11","306","14.43","16282","0.27","50","1.13"
"053270","구영테크 ","1480","-5","-0.34","136","10.88","2791","0.53","0","0.00"
"007690","국도화학 ","55700","200","0.36","5098","10.93","56584","0.98","1000","1.80"
"005320","국동 ","1755","-65","-3.57","1356","1.29","2350","0.75","0","0.00"
"001140","국보 ","11300","100","0.89",,,"32802","0.34","50","0.44"
"066620","국보디자인 ","10050","-50","-0.50","1111","9.05","7675","1.31","200","1.99"
"043650","국순당 ","5970","30","0.51","395","15.11","10474","0.57","90","1.51"
"006050","국영지앤엠 ","977","-12","-1.21","172","5.68","1563","0.63","20","2.05"
"078130","국일제지 ","5780","-240","-3.99",,,"16384","0.35","0","0.00"
"044180","국제디와이 ","168","-11","-6.15",,,"402","0.42","0","0.00"
"002720","국제약품 ","1890","0","0.00",,,"3472","0.54","0","0.00"
"053740","국제엘렉트릭 ","17800","-50","-0.28","1194","14.91","8748","2.03","400","2.25"
"019010","그랜드백화점 ","4570","-95","-2.04",,,"38441","0.12","0","0.00"
"014530","극동유화 ","23700","-850","-3.46","3419","6.93","29629","0.80","700","2.95"
"002250","근화제약 ","23900","-550","-2.25",,,"19059","1.25","0","0.00"
"014280","금강공업 ","16700","-100","-0.60","2396","6.97","40612","0.41","350","2.10"
"014285","금강공업우 ","12250","-250","-2.00",,,,,"400","3.27"
"053260","금강철강 ","2510","-40","-1.57","487","5.15","4851","0.52","100","3.98"
"008870","금비 ","29400","-100","-0.34","587","50.09","78735","0.37","1200","4.08"
"058370","금성테크 ","708","40","5.99",,,"553","1.28","0","0.00"
"001570","금양 ","1075","-70","-6.11","110","9.77","1139","0.94","35","3.26"
"002990","금호산업 ","11650","-100","-0.85",,,"588","19.81","0","0.00"
"002995","금호산업우 ","11700","-100","-0.85",,,,,"0","0.00"
"011780","금호석유 ","92500","-2700","-2.84","4959","18.65","46211","2.00","2000","2.16"
"011785","금호석유우 ","34550","-200","-0.58",,,,,"2050","5.93"
"130500","금호엔티 ","4600","0","0.00","642","7.17","2555","1.80","0","0.00"
"001210","금호전기 ","26550","350","1.34",,,"27403","0.97","100","0.38"
"073240","금호타이어 ","11050","-450","-3.91","1031","10.72","6418","1.72","0","0.00"
"036190","금화피에스시 ","32650","-450","-1.36","3187","10.24","15384","2.12","600","1.84"
"049080","기가레인 ","4550","-50","-1.09","1092","4.17","2456","1.85","0","0.00"
"035460","기산텔레콤 ","1910","10","0.53",,,"2043","0.93","0","0.00"
"092440","기신정기 ","7180","-160","-2.18","553","12.98","6639","1.08","200","2.79"
"000270","기아차 ","52700","-3400","-6.06","9546","5.52","41563","1.27","650","1.23"
"024110","기업은행 ","12100","-50","-0.41","1766","6.85","21497","0.56","400","3.31"
"004540","깨끗한나라 ","4895","-55","-1.11","592","8.27","4738","1.03","0","0.00"
"004545","깨끗한나라우 ","5460","70","1.30",,,,,"0","0.00"
"151910","나노스 ","9760","-540","-5.24","1238","7.88","3623","2.69","100","1.02"
"121600","나노신소재 ","16800","0","0.00",,,"7825","2.15","0","0.00"
"039860","나노엔텍 ","5060","-110","-2.13",,,"1181","4.28","0","0.00"
"091970","나노캠텍 ","4460","-170","-3.67","159","28.05","4355","1.02","0","0.00"
"010670","나노트로닉스 ","612","2","0.33",,,"1654","0.37","0","0.00"
"051490","나라엠앤디 ","2980","50","1.71","443","6.73","4845","0.62","120","4.03"
"007460","나라케이아이씨 ","2445","-40","-1.61",,,"6965","0.35","0","0.00"
"089600","나스미디어 ","11250","-50","-0.44","887","12.68","5994","1.88","177","1.57"
"138610","나이벡 ","3325","-35","-1.04",,,"2632","1.26","0","0.00"
"130580","나이스디앤비 ","2460","-10","-0.40","196","12.55","1333","1.85","59","2.40"
"036800","나이스정보통신 ","13150","-150","-1.13","1091","12.05","5502","2.39","200","1.52"
"001260","남광토건 ","9570","1240","14.89",,,"829","11.54","0","0.00"
"008350","남선알미늄 ","602","-19","-3.06",,,"555","1.08","0","0.00"
"008355","남선알미우 ","3185","-160","-4.78",,,,,"0","0.00"
"004270","남성 ","8480","-20","-0.24",,,"22182","0.38","250","2.95"
"003920","남양유업 ","933000","-7000","-0.74","89506","10.42","982151","0.95","1000","0.11"
"003925","남양유업우 ","312500","3500","1.13",,,,,"1050","0.34"
"002070","남영비비안 ","6300","-100","-1.56",,,"21519","0.29","250","3.97"
"025860","남해화학 ","6850","-50","-0.72",,,"6871","1.00","30","0.44"
"091590","남화토건 ","4805","-85","-1.74","599","8.02","9103","0.53","150","3.12"
"168330","내츄럴엔도텍 ","96500","-1700","-1.73",,,,,"0","0.00"
"037340","네오아레나 ","1395","0","0.00",,,"734","1.90","0","0.00"
"095660","네오위즈게임즈 ","17250","-450","-2.54","358","48.18","11954","1.44","0","0.00"
"104200","네오위즈인터넷 ","8740","-270","-3.00",,,"2667","3.28","0","0.00"
"042420","네오위즈홀딩스 ","11250","-200","-1.75","1233","9.12","18133","0.62","0","0.00"
"085910","네오티스 ","4355","-145","-3.22","507","8.59","6442","0.68","350","8.04"
"092730","네오팜 ","4900","-95","-1.90","87","56.32","4011","1.22","75","1.53"
"101400","네오피델리티 ","2030","20","1.00","85","23.88","3013","0.67","0","0.00"
"153460","네이블 ","6710","-250","-3.59","1432","4.69","4880","1.38","0","0.00"
"007390","네이처셀 ","576","-24","-4.00",,,"296","1.95","0","0.00"
"033640","네패스 ","6750","30","0.45","501","13.47","6876","0.98","100","1.48"
"087730","네패스신소재 ","10350","300","2.99","726","14.26","3015","3.43","100","0.97"
"005720","넥센 ","79900","2000","2.57","15962","5.01","95643","0.84","400","0.50"
"005725","넥센우 ","23700","0","0.00",,,,,"450","1.90"
"002350","넥센타이어 ","14400","-150","-1.03","1335","10.79","6683","2.15","60","0.42"
"002355","넥센타이어1우B ","3915","-110","-2.73",,,,,"65","1.66"
"073070","넥센테크 ","2565","-45","-1.72","299","8.58","2685","0.96","50","1.95"
"110570","넥솔론 ","916","60","7.01",,,"702","1.30","0","0.00"
"081970","넥스지 ","3920","-45","-1.13","461","8.50","5589","0.70","0","0.00"
"089140","넥스턴 ","6020","-120","-1.95","473","12.73","4169","1.44","100","1.66"
"139670","넥스트리밍 ","5620","-40","-0.71","576","9.76","2613","2.15","70","1.25"
"137940","넥스트아이 ","7090","-50","-0.70","632","11.22","3526","2.01","50","0.71"
"092600","넥스트칩 ","2900","55","1.93","240","12.08","5087","0.57","80","2.76"
"090350","노루페인트 ","4970","-140","-2.74","224","22.19","10883","0.46","200","4.02"
"090355","노루페인트우 ","5130","0","0.00",,,,,"205","4.00"
"000320","노루홀딩스 ","16250","-100","-0.61","1420","11.44","18063","0.90","350","2.15"
"000327","노루홀딩스2우B ","14150","-150","-1.05",,,,,"355","2.51"
"000325","노루홀딩스우 ","11850","0","0.00",,,,,"355","3.00"
"006280","녹십자 ","122000","-2500","-2.01","4977","24.51","62213","1.96","1250","1.02"
"031390","녹십자셀 ","23500","-250","-1.05",,,"4050","5.80","0","0.00"
"005250","녹십자홀딩스 ","12250","-200","-1.61","1426","8.59","12551","0.98","450","3.67"
"005255","녹십자홀딩스1우 ","13350","0","0.00",,,,,"455","3.41"
"005257","녹십자홀딩스2우 ","12500","0","0.00",,,,,"455","3.64"
"004370","농심 ","251000","0","0.00",,,"236878","1.06","4000","1.59"
"072710","농심홀딩스 ","78900","-100","-0.13","3167","24.91","148700","0.53","2000","2.53"
"054050","농우바이오 ","22900","0","0.00","1295","17.68","10394","2.20","250","1.09"
"040160","누리텔레콤 ","4520","-60","-1.31",,,"2762","1.64","0","0.00"
"069140","누리플랜 ","10350","-300","-2.82",,,"6119","1.69","0","0.00"
"126870","뉴로스 ","6850","-200","-2.84","567","12.08","6294","1.09","0","0.00"
"060260","뉴보텍 ","568","13","2.34","15","37.87","647","0.88","0","0.00"
"012340","뉴인텍 ","1400","-10","-0.71",,,"598","2.34","0","0.00"
"085670","뉴프렉스 ","2795","-115","-3.95","184","15.19","3123","0.89","0","0.00"
